gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
4872638345	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/368116860/original.jpg	https://www.inaturalist.org/photos/368116860					2023-12-28T13:41:59Z	sh_rodes		iNaturalist	http://creativecommons.org/licenses/by/4.0/	sh_rodes
4872526739	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/385553635/original.jpeg	https://www.inaturalist.org/photos/385553635					2024-05-24T18:12:22Z	Ana Julia Peracini		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ana Julia Peracini
4872418752	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/385572902/original.jpeg	https://www.inaturalist.org/photos/385572902					2024-05-24T20:18:25Z	Bruno Henrique Aranda		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Bruno Henrique Aranda
4872398309	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/226133310/original.jpg	https://www.inaturalist.org/photos/226133310					2022-08-26T17:04:48Z	sh_rodes		iNaturalist	http://creativecommons.org/licenses/by/4.0/	sh_rodes
4872286603	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/355469716/original.jpeg	https://www.inaturalist.org/photos/355469716					2024-03-05T20:38:16Z	Eric Fischer Rempe		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Eric Fischer Rempe
4872286603	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/355469758/original.jpeg	https://www.inaturalist.org/photos/355469758					2024-03-05T20:38:43Z	Eric Fischer Rempe		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Eric Fischer Rempe
4872286603	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/355469812/original.jpeg	https://www.inaturalist.org/photos/355469812					2024-03-05T20:39:26Z	Eric Fischer Rempe		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Eric Fischer Rempe
4872286603	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/355469793/original.jpeg	https://www.inaturalist.org/photos/355469793					2024-03-05T20:39:05Z	Eric Fischer Rempe		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Eric Fischer Rempe
4872243246	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/351312554/original.jpeg	https://www.inaturalist.org/photos/351312554					2024-02-14T03:31:29Z	Eric Fischer Rempe		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Eric Fischer Rempe
4872168477	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/385716906/original.jpeg	https://www.inaturalist.org/photos/385716906					2024-05-24T18:34:31Z	Marcusse		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Marcusse
4872168477	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/385716952/original.jpeg	https://www.inaturalist.org/photos/385716952					2024-05-24T18:34:31Z	Marcusse		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Marcusse
4872123084	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/384594485/original.jpg	https://www.inaturalist.org/photos/384594485					2024-05-18T00:15:08Z	Célio Moura Neto		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Célio Moura Neto
4872123084	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/384594518/original.jpg	https://www.inaturalist.org/photos/384594518					2024-05-18T00:15:11Z	Célio Moura Neto		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Célio Moura Neto
4872107088	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/341264918/original.jpg	https://www.inaturalist.org/photos/341264918					2023-12-16T16:47:14Z	sh_rodes		iNaturalist	http://creativecommons.org/licenses/by/4.0/	sh_rodes
4872107088	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/341264908/original.jpg	https://www.inaturalist.org/photos/341264908					2023-12-16T16:47:14Z	sh_rodes		iNaturalist	http://creativecommons.org/licenses/by/4.0/	sh_rodes
4868167391	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/323996352/original.jpeg	https://www.inaturalist.org/photos/323996352					2023-09-29T11:04:01Z	Eric Fischer Rempe		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Eric Fischer Rempe
4868167391	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/323996377/original.jpeg	https://www.inaturalist.org/photos/323996377					2023-09-29T15:03:58Z	Eric Fischer Rempe		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Eric Fischer Rempe
4868167391	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/323996425/original.jpeg	https://www.inaturalist.org/photos/323996425					2023-09-29T15:03:55Z	Eric Fischer Rempe		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Eric Fischer Rempe
4868167391	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/323996405/original.jpeg	https://www.inaturalist.org/photos/323996405					2023-09-29T15:03:56Z	Eric Fischer Rempe		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Eric Fischer Rempe
4868005886	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/383374898/original.jpeg	https://www.inaturalist.org/photos/383374898					2024-05-19T14:36:01Z	Gustavo Heleno Ferreira		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Gustavo Heleno Ferreira
4867949846	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/332565579/original.jpeg	https://www.inaturalist.org/photos/332565579					2023-11-02T21:17:22Z	Eric Fischer Rempe		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Eric Fischer Rempe
4867949846	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/332565534/original.jpeg	https://www.inaturalist.org/photos/332565534					2023-11-02T21:17:19Z	Eric Fischer Rempe		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Eric Fischer Rempe
